,node,minority,indegree,outdegree,pagerank,wtf
0,993,0,76,150,0.0019461906714779154,4
1,859,0,6,14,0.0004454905955682448,0
2,298,0,15,46,0.00043152435291877257,0
3,553,0,7,26,0.00024113694150915442,0
4,672,0,360,46,0.010660834564028651,185
5,971,0,20,24,0.0009118397595601797,0
6,27,0,18,22,0.0010812092680683027,0
7,231,0,7,14,0.00045334643613365684,0
8,306,0,2,21,0.00015172541784851036,0
9,706,0,1,14,0.00019178158600837683,0
10,496,0,277,22,0.007542524430294742,4
11,558,0,11,14,0.0002704699983722593,0
12,784,0,43,17,0.001473427495826636,0
13,239,0,30,11,0.0007185437330730862,0
14,578,0,104,19,0.0035561751593034727,220
15,55,0,3,17,0.0002067278584040293,0
16,906,0,60,45,0.002112255874383432,0
17,175,0,52,51,0.0012993001642549954,0
18,14,0,0,41,0.00015000000000000015,0
19,77,0,27,11,0.0010436031523180472,0
20,31,0,10,29,0.00038745743386321794,0
21,481,0,21,19,0.000881815008899846,0
22,310,0,58,18,0.0016875043324977054,0
23,311,0,6,20,0.00022550157159616053,0
24,883,0,31,21,0.0013812313749523662,0
25,788,0,28,21,0.0007588482175793574,0
26,45,0,4,26,0.0005136627572558948,0
27,103,0,24,21,0.0006104355113891297,0
28,760,0,13,10,0.0003674775933853905,0
29,1,0,5,35,0.00030907501753902537,1
30,823,0,38,35,0.0012860576327591831,0
31,710,0,83,18,0.0026324397031091597,0
32,614,0,101,52,0.0027395787963799085,0
33,790,0,35,18,0.0008249610436095881,0
34,408,0,24,23,0.0005286551396368977,0
35,736,0,1,18,0.00015511633533838226,0
36,957,0,3,18,0.00019891260942386343,0
37,366,0,2,17,0.0001791826855765054,0
38,918,0,199,11,0.006654026381240712,42
39,267,0,24,17,0.0007291579786519879,0
40,230,0,3,19,0.0002870688275008295,0
41,996,0,37,14,0.0013493573175190445,0
42,635,0,31,36,0.0010199272847005965,0
43,698,0,0,17,0.00015000000000000015,0
44,251,0,16,17,0.0010047788676578438,0
45,783,0,1,17,0.00018435852451888208,0
46,819,0,40,39,0.0008598090959593042,0
47,141,0,67,17,0.0033486899679237058,74
48,316,0,5,26,0.00019599566946392738,0
49,587,0,28,17,0.0009686449366165812,0
50,331,0,17,29,0.0007063135388715358,1
51,295,0,127,104,0.0038054747641625077,5
52,262,0,0,14,0.00015000000000000015,0
53,432,0,1,14,0.0004981548297793129,0
54,862,0,292,40,0.0086997959859737,463
55,582,0,10,34,0.00027593134340416734,0
56,272,0,19,9,0.00033971998343500584,0
57,270,0,1,19,0.00016099904334600834,0
58,987,0,33,76,0.0011852480496706854,0
59,319,0,37,34,0.0017426744157367597,2
60,569,0,2,20,0.00018050303961438473,0
61,643,0,28,13,0.0009073500053071515,0
62,142,0,3,18,0.00015859166685088926,0
63,202,0,214,95,0.005454495361803549,4
64,413,0,2,13,0.00015738777837035611,0
65,196,0,16,18,0.000425930780262718,0
66,264,0,12,18,0.00030901834629197756,0
67,531,0,5,29,0.0002762120523277583,0
68,252,0,9,12,0.00023443412767411116,0
69,576,0,14,39,0.0009536405208060362,0
70,738,0,25,49,0.0006103768943805737,0
71,299,0,11,12,0.0005223881358203213,0
72,740,0,40,55,0.0009983169298978765,0
73,247,0,10,17,0.0006871883438925887,2
74,926,0,19,42,0.0006633661162344006,0
