,node,minority,indegree,outdegree,pagerank,wtf
0,993,0,29,182,0.0007722188572295616,9
1,859,0,8,13,0.00022233804384675995,0
2,298,0,26,46,0.000563632469280261,0
3,553,0,9,26,0.0003052566869539371,0
4,672,0,84,47,0.0030219568736595047,12
5,971,0,1,23,0.00019995242715548092,0
6,27,0,17,20,0.00040266902429309925,0
7,231,0,6,13,0.0002600548366074424,0
8,306,0,22,19,0.0006430051653806859,0
9,706,0,0,15,0.00014999999999999996,0
10,496,0,80,24,0.0022679005678622804,5
11,558,0,18,14,0.000506092181773228,0
12,784,0,31,17,0.0008614247176998557,5
13,239,0,10,11,0.000279792470908928,0
14,578,0,61,21,0.001181470069065789,0
15,55,0,24,16,0.0008810926079383971,0
16,906,0,2,45,0.00016034129799256873,0
17,175,0,12,47,0.0004384138949887957,0
18,14,0,39,42,0.0012996164851718347,1
19,77,0,3,12,0.00017143753279712977,0
20,31,0,42,31,0.0009510429476184536,1
21,481,0,1,17,0.0002564633846173425,0
22,310,0,22,17,0.0006993111700543494,0
23,311,0,21,18,0.001352441641859612,2
24,883,0,26,19,0.0006853340837111283,0
25,788,0,37,20,0.001025598513010329,1
26,45,0,0,24,0.00014999999999999996,0
27,103,0,10,21,0.0004033085042429125,0
28,760,0,2,10,0.00020370809634331333,0
29,1,0,2,29,0.00015572025693236764,0
30,823,0,3,34,0.0001659496564902235,0
31,710,0,30,19,0.00108671274245397,1
32,614,0,3,47,0.0002512301071879113,0
33,790,0,31,18,0.0013558000465333966,0
34,408,0,12,20,0.0008091576872872793,0
35,736,0,9,18,0.00023700627833141166,0
36,957,0,12,18,0.00035432207593740845,0
37,366,0,7,15,0.00026634438847270253,0
38,918,0,68,11,0.002214089897562777,0
39,267,0,2,16,0.00016310976198988955,0
40,230,0,4,19,0.000252673856265832,0
41,996,0,7,13,0.0002963219431966905,0
42,635,0,27,38,0.0007385161205823698,0
43,698,0,4,15,0.0002130780200429742,0
44,251,0,22,17,0.0006311812113218581,1
45,783,0,9,16,0.0004579158505858869,0
46,819,0,12,38,0.0005626611906667621,0
47,141,0,57,18,0.0017342964101662956,2
48,316,0,5,25,0.00017188694732143484,0
49,587,0,18,16,0.0006297767384070182,0
50,331,0,0,30,0.00014999999999999996,0
51,295,0,21,109,0.0007265525718156131,0
52,262,0,3,13,0.00034757158445878646,0
53,432,0,1,13,0.00016270062836707663,0
54,862,0,167,40,0.004425282081004941,59
55,582,0,20,33,0.0005357371611677958,2
56,272,0,15,11,0.0008038001193715225,0
57,270,0,11,19,0.00027998842896017945,0
58,987,0,24,83,0.0006220193812056932,0
59,319,0,13,41,0.0004825932279066767,0
60,569,0,0,23,0.00014999999999999996,0
61,643,0,18,14,0.00032592355870448967,0
62,142,0,2,17,0.0001711417299265513,0
63,202,0,35,106,0.0011654462638115864,0
64,413,0,24,14,0.0009901228819737564,0
65,196,0,18,18,0.001332776833308534,1
66,264,0,22,19,0.0005695959280253191,0
67,531,0,8,31,0.0005474926160564668,0
68,252,0,10,12,0.0004337637254508248,0
69,576,0,5,35,0.00020331728232819433,0
70,738,0,23,44,0.0006403193076372702,0
71,299,0,1,9,0.00017120673569821082,0
72,740,0,98,52,0.0025558949204150636,3
73,247,0,7,14,0.00022270806226429532,0
74,926,0,8,42,0.00032785580516778504,0
75,412,0,24,12,0.0006860640237754655,0
76,389,0,1,17,0.0001974389769428934,0
77,796,0,17,34,0.0007022060370754109,0
78,601,0,13,40,0.0004383460516603042,0
79,654,0,36,39,0.0006472142635959461,0
80,261,0,12,24,0.00032568680279409563,0
81,456,0,22,15,0.00105765194007915,0
82,386,0,23,12,0.0004851967876894004,0
83,982,0,12,20,0.0005543093659399641,0
84,909,0,20,20,0.0006857620146785503,0
85,693,0,26,94,0.0006388574351743527,0
86,236,0,9,17,0.00026476937548509927,0
87,501,0,34,22,0.0009389714867785873,0
88,497,0,16,41,0.00048101273777988645,0
89,874,0,0,87,0.00014999999999999996,0
90,452,0,4,29,0.00018692388602486803,0
91,494,0,0,18,0.00014999999999999996,0
92,923,0,2,12,0.00017633889222819322,0
93,279,0,4,25,0.00021133260302003639,0
94,638,0,76,55,0.001816971498513604,0
95,485,0,4,21,0.00020767152878627286,0
96,568,0,11,18,0.0003770265874478275,0
97,108,0,15,72,0.0007597641351905373,0
98,367,0,4,35,0.00017874631072513456,0
99,644,0,11,20,0.00024878472738736415,0
100,785,0,44,19,0.0009999683338147193,0
101,873,0,0,54,0.00014999999999999996,0
102,65,0,50,25,0.0013114244911519018,0
103,902,0,23,16,0.000623662482538824,0
104,317,0,44,18,0.0011629558650584273,1
105,636,0,6,26,0.0002724854624187325,0
106,666,0,42,51,0.000793706275283402,0
107,789,0,1,34,0.0001524768355710652,0
108,958,0,13,35,0.00027804890340333655,0
109,214,0,39,19,0.0011462890627110117,0
110,97,0,17,14,0.0003849753131946137,0
111,583,0,12,21,0.0003649031623739913,0
112,466,0,65,17,0.0018210721637447378,7
113,523,0,9,26,0.0003024084520484526,0
114,255,0,2,23,0.0001632451300712561,0
115,385,0,17,30,0.0006560863333794747,0
116,545,0,13,18,0.000411450049705819,0
117,382,0,38,10,0.0007751932502115005,0
118,489,0,4,18,0.00023307889395016642,0
119,513,0,9,9,0.0011990457731898179,0
120,780,0,0,18,0.00014999999999999996,0
121,904,0,100,16,0.0025249470988068933,21
122,122,0,8,16,0.0002361483774922677,0
123,946,0,49,34,0.0010466542286467458,1
124,60,0,6,37,0.00025179375197862655,0
125,844,0,218,17,0.005361023113098179,22
126,372,0,14,14,0.00025312177916327516,0
127,283,0,0,23,0.00014999999999999996,0
128,939,0,6,19,0.0003653587287094334,0
129,608,0,6,24,0.00044971568171813333,0
130,495,0,3,22,0.00020498775260429847,0
131,630,0,1,14,0.00015800557391885942,0
132,596,0,14,42,0.00035850217129205695,0
133,713,0,2,16,0.00017477216969468353,0
134,753,0,64,17,0.0019165005751290193,3
135,624,0,12,43,0.0002647142158247017,0
136,312,0,25,35,0.000629481680468087,0
137,8,0,2,38,0.00016888109515060678,0
138,529,0,22,23,0.0005703187958651238,0
139,876,0,21,24,0.0005137373164004257,0
140,101,0,170,19,0.004669677219677543,17
141,615,0,0,17,0.00014999999999999996,0
142,520,0,5,21,0.0001975945850941292,0
143,249,0,52,44,0.0012889851700340032,0
144,278,0,1,16,0.00015862290799700237,0
145,424,0,18,14,0.0003651956049575455,0
146,384,0,16,31,0.00047879401985835026,0
147,395,0,1,31,0.0001785671362764156,0
148,54,0,13,16,0.0004885180507326662,0
149,34,0,0,13,0.00014999999999999996,0
150,271,0,8,49,0.00027349716954877935,0
151,30,0,0,17,0.00014999999999999996,0
152,403,0,23,22,0.00045907753751253764,0
153,757,0,7,23,0.0003498630218862413,0
154,975,0,13,22,0.0007845351942386449,0
155,990,0,5,101,0.00021102326099423132,0
156,457,0,72,34,0.001820288625899798,1
157,362,0,1,9,0.00016081230668170808,0
158,860,0,28,42,0.000903627940380286,0
159,483,0,1,18,0.00016468476739611306,0
160,580,0,6,58,0.00021813190692269535,0
161,986,0,8,31,0.00021746709451209997,0
162,688,0,33,24,0.0010711165552172025,1
163,864,0,87,20,0.002172097651178871,12
164,927,0,7,19,0.0005048625397555526,0
165,378,0,16,16,0.0005568097639331133,0
166,320,0,18,16,0.0008431846182577939,10
167,942,0,66,37,0.001605401114100685,2
168,351,0,12,16,0.00038436966773169857,0
169,418,0,8,19,0.0002731168726029839,0
170,945,0,0,16,0.00014999999999999996,0
171,795,0,60,14,0.002085241778925016,3
172,145,0,1,15,0.00019869227472735248,0
173,826,0,2,21,0.0001641583673615399,0
174,492,0,7,35,0.00020115615631451965,0
175,751,0,9,22,0.0004148895998596201,0
176,240,0,9,39,0.0007021007608728147,0
177,648,0,6,20,0.00024235180915750773,0
178,886,0,40,43,0.0008275866141012185,1
179,144,0,18,20,0.0005652039666727011,0
180,767,0,34,31,0.0008923303452065122,0
181,999,0,1,13,0.00018627986855852648,0
182,467,0,38,21,0.0008832053473655573,0
183,315,0,115,112,0.00388190019981395,118
184,989,0,2,17,0.00017464901293996163,0
185,922,0,0,19,0.00014999999999999996,0
186,717,0,68,19,0.002008084719926883,1
187,458,0,1,26,0.00015685354365792977,0
188,773,0,3,20,0.00020226638818536354,0
189,204,0,39,35,0.0011980736936750634,2
190,834,0,51,34,0.0010957026767991417,0
191,832,0,1,79,0.00018493683743128555,0
192,435,0,35,52,0.0010541655400776518,5
193,5,0,10,288,0.0005120229291840784,0
194,769,0,3,8,0.00018669958106924393,0
195,679,0,31,18,0.000927592349374687,1
196,722,0,20,15,0.0009136644435157786,0
197,215,0,50,20,0.001265789898318106,0
198,653,0,3,22,0.00019394001768869006,0
199,150,0,82,19,0.0019248949515904901,17
200,687,0,1,20,0.00015242131136778054,0
201,500,0,40,63,0.0011143617218106864,0
202,332,0,16,29,0.00031975433490949684,0
203,979,0,3,21,0.0001695139368074757,0
204,817,0,1,55,0.00015429725598718687,0
205,620,0,5,33,0.00028046716695901515,0
206,814,0,0,19,0.00014999999999999996,0
207,516,0,1,17,0.00015862290799700237,0
208,518,0,0,18,0.00014999999999999996,0
209,940,0,24,17,0.0006655054868166911,1
210,113,0,26,41,0.0005155594585683643,0
211,612,0,15,65,0.0003483104256648502,0
212,37,0,5,38,0.00018593380489293043,0
213,894,0,55,43,0.0013609989106366303,1
214,895,0,26,11,0.0004943680001942098,0
215,992,0,1,34,0.000158049707820756,0
216,158,0,7,16,0.000364809992465068,0
217,154,0,12,13,0.00032358845591938106,0
218,40,0,22,21,0.000705765956979734,0
219,585,0,39,35,0.0015067156567083097,5
220,805,0,15,16,0.0005390524995264626,0
221,592,0,60,15,0.0028114703640152406,71
222,964,0,86,135,0.0026678608077481043,13
223,266,0,14,16,0.0007435645731353326,0
224,406,0,1,78,0.00016302503654196956,0
225,294,0,50,17,0.0011869541379587241,0
226,604,0,0,14,0.00014999999999999996,0
227,522,0,22,16,0.0005285077544218202,0
