model,N,fm,d,plo_M,plo_m,pli_M,pli_m,EMM,EMm,EmM,Emm,hMM,hmm
DPAH,1000,0.3,0.03,2.5,2.5,2.881554685657984,2.2328746251893548,0.26429763096429765,0.4670337003670337,0.0,0.2686686686686687,0.5,1.0
