model,N,fm,d,plo_M,plo_m,pli_M,pli_m,EMM,EMm,EmM,Emm,hMM,hmm
DPAH,1000,0.3,0.03,2.5,2.5,4.193243303231698,4.014590952547669,0.0,0.6984984984984985,0.012712712712712713,0.2887887887887888,0.0,0.8
