model,N,fm,d,plo_M,plo_m,pli_M,pli_m,EMM,EMm,EmM,Emm,hMM,hmm
DPAH,1000,0.3,0.03,2.5,2.5,3.3463762261425094,6.759912170030195,0.675075075075075,0.01871871871871872,0.16469803136469804,0.14150817484150818,0.9,0.8
