,node,minority,indegree,outdegree,pagerank,wtf
0,993,0,16,121,0.0007358130039984184,1
1,859,0,16,12,0.000609510264721671,0
2,298,0,29,45,0.0013863922591586472,1
3,553,0,2,29,0.00020477564762451028,0
4,672,0,61,43,0.003009512836061565,670
5,971,0,0,21,0.00015000000000000007,0
6,27,0,2,23,0.00016559244993222098,0
7,231,0,17,14,0.0013387485732738382,0
8,306,0,46,21,0.0025096321546250284,143
9,706,0,6,17,0.00030174063463209443,0
10,496,0,60,24,0.0023085558872869053,158
11,558,0,0,17,0.00015000000000000007,0
12,784,0,0,19,0.00015000000000000007,0
13,239,0,27,13,0.0013696643590616739,1
14,578,0,51,20,0.0021571810185343036,8
15,55,0,5,16,0.0003765552010336305,0
16,906,0,13,39,0.0006401720312100586,0
17,175,0,16,47,0.0007453783641257056,3
18,14,0,8,40,0.0004447448874426593,0
19,77,0,15,14,0.0006652246710325932,0
20,31,0,13,29,0.0005609320742340381,0
21,481,0,8,20,0.000480263942571035,0
22,310,0,3,19,0.00019729641628083968,0
23,311,0,6,22,0.00042376721680421485,0
24,883,0,3,24,0.00022919235198020025,0
25,788,0,7,22,0.00032432379422415574,0
26,45,0,8,25,0.0003289341078105549,0
27,103,0,10,19,0.0004075119741414459,0
28,760,0,7,12,0.0003026806225350144,0
29,1,0,23,32,0.0009713975467722823,2
30,823,0,20,36,0.0007443878323662665,0
31,710,0,14,18,0.000614504799424013,0
32,614,0,31,46,0.0016275123952548462,25
33,790,0,17,18,0.0011419145289074584,0
34,408,0,32,22,0.0015225136047979297,5
35,736,0,13,17,0.0006989450868484495,0
36,957,0,1,16,0.0001559069400732998,0
37,366,0,6,20,0.0004722314183803275,0
38,918,0,3,9,0.0002698800080639497,0
39,267,0,7,17,0.0005551256842491242,0
40,230,0,9,16,0.00040901806294220384,0
41,996,0,14,14,0.0007609024865719471,1
42,635,0,4,37,0.0006179409510595215,0
43,698,0,0,19,0.00015000000000000007,0
44,251,0,8,18,0.0005789435688946863,1
45,783,0,0,18,0.00015000000000000007,0
46,819,0,1,37,0.0001566799680989036,0
47,141,0,28,18,0.0013276746784940286,8
48,316,0,6,23,0.00029000160842259493,0
49,587,0,4,16,0.00032312740763395685,0
50,331,0,11,27,0.0005707622156409944,0
51,295,0,15,88,0.0012406991060576154,59
52,262,0,14,13,0.0006596124984146691,0
53,432,0,2,13,0.00022572232772573845,1
54,862,0,28,41,0.000979498932500549,3
55,582,0,3,35,0.0002002548375647787,0
56,272,0,15,11,0.0009472220639446971,7
57,270,0,0,19,0.00015000000000000007,0
58,987,0,12,70,0.0005735947327058651,0
59,319,0,1,38,0.00023713882860777305,0
60,569,0,21,24,0.0012660293398121876,9
61,643,0,12,16,0.0005114694088934304,0
62,142,0,0,18,0.00015000000000000007,0
63,202,0,28,84,0.001468611812838168,3
64,413,0,3,13,0.0003044712472359744,0
65,196,0,0,18,0.00015000000000000007,0
66,264,0,4,18,0.0003073013531192217,0
67,531,0,9,27,0.0006542945875831319,0
68,252,0,16,15,0.0006742097694285736,2
69,576,0,3,37,0.0003169290103446507,0
70,738,0,18,43,0.0005593928279204649,0
71,299,0,7,11,0.00033061274389793347,0
72,740,0,9,44,0.00025446871728108483,0
73,247,0,10,17,0.0005094249057573338,1
74,926,0,13,43,0.0006559993565332256,6
75,412,0,8,15,0.0005670009853393882,0
76,389,0,2,16,0.00018362268207033363,0
77,796,0,31,37,0.002011533075817401,49
78,601,0,11,36,0.0005102637709828155,0
79,654,0,16,35,0.0007560345073413165,1
80,261,0,12,22,0.0007941424310346992,6
81,456,0,5,17,0.00038756686665429406,0
82,386,0,29,14,0.0009891596845259833,3
83,982,0,4,19,0.0001915690266974335,0
84,909,0,22,20,0.0008216761233252036,1
85,693,0,29,80,0.0011886079015575556,36
86,236,0,9,20,0.0004322930289060108,0
87,501,0,5,20,0.00030783399411811745,0
88,497,0,13,38,0.0004815587148476806,1
89,874,0,14,72,0.000809974739316009,0
90,452,0,3,31,0.00020679550361411,0
91,494,0,5,18,0.0003218018139201339,0
92,923,0,10,14,0.0006399284499755092,0
93,279,0,11,21,0.0005791572986976366,6
94,638,0,4,48,0.0002595921255717375,0
95,485,0,21,24,0.0012472032258153871,3
96,568,0,13,18,0.001156420120844722,1
97,108,0,8,60,0.00063259625012728,0
98,367,0,52,34,0.0016919887509701875,12
99,644,0,12,21,0.000577795395432379,1
100,785,0,16,18,0.0010836002644253283,1
101,873,0,0,51,0.00015000000000000007,0
102,65,0,9,30,0.00038727357613602457,0
103,902,0,19,18,0.0007445860991395061,0
104,317,0,75,20,0.003269779520482518,335
105,636,0,4,24,0.0002654624321659504,0
106,666,0,39,51,0.001756109753071699,8
107,789,0,2,33,0.00022591307490452613,1
108,958,0,15,35,0.0006583891458839263,1
109,214,0,8,22,0.0006989359764189246,0
110,97,0,63,17,0.0034513778936848534,199
111,583,0,3,25,0.00016631690695859602,0
112,466,0,41,17,0.002170815469427412,42
113,523,0,23,29,0.001312086167491253,0
114,255,0,3,25,0.00024218731188658702,0
115,385,0,6,30,0.0004768597246666622,0
116,545,0,7,19,0.0007560407355429016,0
117,382,0,0,12,0.00015000000000000007,0
118,489,0,2,21,0.00016619712603758367,0
119,513,0,9,11,0.0004244315081933711,0
120,780,0,2,18,0.00022072550885395256,0
121,904,0,4,15,0.0004156964935702969,0
122,122,0,14,20,0.0009468209579823195,0
123,946,0,1,35,0.00015768487802066022,0
124,60,0,3,39,0.0003555248722791895,0
125,844,0,7,21,0.00066325368724995,1
126,372,0,19,13,0.000740705662708587,0
127,283,0,3,22,0.00022048001722386462,0
128,939,0,29,21,0.001561276973060754,202
129,608,0,3,23,0.0001989881008279266,0
130,495,0,14,20,0.000804323543857536,0
131,630,0,8,15,0.0006556249552605694,0
132,596,0,26,41,0.0010976940039129077,1
133,713,0,4,19,0.0001898520582984272,0
134,753,0,64,16,0.0025286878599149044,56
135,624,0,17,44,0.001091718482505509,131
136,312,0,38,31,0.0016482006975108536,10
137,8,0,45,41,0.0022294905233107465,52
138,529,0,11,23,0.00040243564269094574,0
139,876,0,5,23,0.00032159531401223113,0
140,101,0,16,19,0.0006601598739399587,0
141,615,0,7,17,0.000331623626497611,0
142,520,0,10,23,0.0006185871576266645,2
143,249,0,9,41,0.0003161734118485676,0
144,278,0,20,16,0.0009246416272726751,0
145,424,0,10,13,0.0003676966214155609,0
146,384,0,1,29,0.00015768487802066022,0
147,395,0,4,38,0.00020723848262379143,0
148,54,0,6,20,0.0004528278950887904,0
149,34,0,12,13,0.00043859729726440904,0
150,271,0,12,44,0.0009591797000082817,0
151,30,0,5,19,0.0004304448164339146,0
152,403,0,2,21,0.0001765637288663007,0
153,757,0,8,25,0.00031546758826949816,0
154,975,0,6,24,0.0002995579279437124,0
155,990,0,29,73,0.0011871810812214931,0
156,457,0,7,38,0.00034602069811968646,0
157,362,0,13,11,0.0006332930447560474,0
158,860,0,28,42,0.0016930934163143804,9
159,483,0,3,20,0.0002903754748378951,0
160,580,0,9,59,0.0006519179875354488,0
161,986,0,57,31,0.002660298822407863,199
162,688,0,5,25,0.0005086384649210268,0
163,864,0,11,20,0.0007040998861746351,0
164,927,0,13,22,0.0009325495378630258,0
165,378,0,38,18,0.0017134322822571373,15
166,320,0,14,15,0.000968717984329474,0
167,942,0,11,36,0.0007977081323014832,8
168,351,0,14,17,0.0005327635432240212,0
169,418,0,7,22,0.0003616226417936993,0
170,945,0,30,12,0.0011881500995614609,23
171,795,0,40,14,0.001702598126675239,7
172,145,0,8,15,0.0006749626038291874,0
173,826,0,0,21,0.00015000000000000007,0
174,492,0,3,32,0.00022834536976787718,0
175,751,0,0,21,0.00015000000000000007,0
176,240,0,10,34,0.0007297813166889558,0
177,648,0,15,19,0.0011429614192780357,1
178,886,0,13,43,0.00046799278388156857,0
179,144,0,1,22,0.00020066980134006578,0
180,767,0,11,32,0.0004369438724022395,0
181,999,0,8,13,0.00029047397073628456,0
182,467,0,6,21,0.00031247683662455957,0
183,315,0,35,83,0.0014888292368285825,3
184,989,0,19,18,0.0008383373853307944,3
185,922,0,0,19,0.00015000000000000007,0
186,717,0,46,20,0.0020439516240906173,37
187,458,0,7,24,0.0004207659193797873,0
188,773,0,12,19,0.0007711127823774797,0
189,204,0,10,33,0.0004076304745093243,0
190,834,0,34,31,0.0017964737232124722,44
191,832,0,19,73,0.0006621482418358301,0
192,435,0,9,55,0.0004067974348704146,0
193,5,0,84,162,0.00418638238744939,518
194,769,0,9,9,0.0004710715322913191,0
195,679,0,13,18,0.0011314692284079626,1
196,722,0,52,18,0.0024272049687722726,77
197,215,0,7,18,0.0004157276379695733,0
198,653,0,8,24,0.0003869388655803815,0
199,150,0,23,17,0.0015098320695967032,43
200,687,0,5,20,0.00046167917596144365,0
201,500,0,26,51,0.0015230528049244736,5
202,332,0,1,32,0.00015768487802066022,0
203,979,0,16,25,0.0009082092252355831,0
204,817,0,4,46,0.00022876192846399017,0
205,620,0,9,36,0.00047953445477939903,0
206,814,0,7,20,0.0003268525849227375,0
207,516,0,11,18,0.0005458606008084407,0
208,518,0,20,18,0.0007879552604064551,1
209,940,0,10,15,0.00047969057713925854,0
210,113,0,39,38,0.001271921421393304,7
211,612,0,15,59,0.0005544061359583156,5
212,37,0,3,37,0.00023897515601782214,0
213,894,0,12,43,0.0004907382910030394,0
214,895,0,34,12,0.0019034577637381945,97
215,992,0,11,32,0.0005754395421313377,0
216,158,0,26,16,0.0010355377014881681,0
217,154,0,2,14,0.00021248101501385752,0
218,40,0,9,23,0.0003648614213047934,0
219,585,0,15,31,0.0007512996887733345,0
220,805,0,8,16,0.00043666389787563935,0
221,592,0,12,13,0.0005126939823274056,0
222,964,0,50,105,0.0020178056955746835,24
223,266,0,14,19,0.0008647866727468258,0
224,406,0,31,70,0.0010035320062260697,2
225,294,0,26,20,0.001511814631466852,2
226,604,0,12,18,0.0004061181645923144,0
227,522,0,15,17,0.0008052800979023636,0
228,18,0,10,21,0.0004617534439169178,0
229,425,0,3,19,0.0002761609494883587,0
230,527,0,7,25,0.0007782531731678709,0
231,308,0,15,18,0.0009215225001939303,0
232,622,0,13,70,0.0007431783619196842,0
233,794,0,12,30,0.0005591653896824803,0
234,62,0,3,15,0.00026085244484937826,0
235,79,0,11,20,0.00038635126968608455,0
236,680,0,0,17,0.00015000000000000007,0
237,193,0,11,36,0.00037498966013830643,0
238,750,0,10,13,0.0005430698742724781,0
239,181,0,5,33,0.00022772633785985054,0
240,535,0,12,22,0.0006478879052722599,0
241,484,0,17,56,0.0009181017722950359,129
242,200,0,44,131,0.0018520443591761963,48
243,364,0,2,14,0.000245970760505879,0
244,991,0,18,22,0.000834101558930054,0
245,462,0,11,37,0.0005057454416309462,0
246,356,0,7,18,0.00047018447939959544,0
247,2,0,1,19,0.00017421395955901525,0
248,478,0,17,31,0.0007021480886171882,0
249,695,0,1,90,0.0001561814158651912,0
250,253,0,5,25,0.0003382763406995233,0
251,667,0,7,23,0.00040113688470132524,0
252,85,0,38,16,0.0022278276051319055,120
253,969,0,4,37,0.0005590705800879826,1
254,75,0,30,45,0.0016132505254834646,29
255,786,0,6,25,0.0003422224337536113,0
256,658,0,40,83,0.0016026635577973676,8
257,465,0,33,42,0.0011361059539285842,2
258,920,0,3,36,0.00027343006268206843,0
259,38,0,9,15,0.000725512128353731,4
260,944,0,12,23,0.0005802292586538053,0
261,725,0,17,31,0.0007730292348910912,5
262,436,0,1,34,0.00015768487802066022,0
263,140,0,6,18,0.000451053971730856,2
264,818,0,3,12,0.00019364670983436862,0
265,602,0,5,22,0.00024415255066686034,0
266,745,0,30,38,0.0017025562835024056,0
267,471,0,0,22,0.00015000000000000007,0
268,342,0,7,29,0.00032348115294392903,0
269,416,0,9,18,0.0004610308321553426,0
270,711,0,8,69,0.00032457982893022445,0
271,557,0,3,18,0.00021541734143871384,0
272,50,0,14,19,0.0005669733515904488,0
273,162,0,3,17,0.0003176543462609343,0
274,765,0,9,46,0.0004019179336742491,0
275,856,0,23,17,0.0011569698016746397,4
276,867,0,30,85,0.0014482740353378904,2
277,524,0,3,19,0.00020684238374623455,0
278,443,0,8,19,0.000386421389993526,0
279,172,0,1,27,0.0002608906870255026,0
280,956,0,9,11,0.0004421225567839998,0
281,330,0,2,21,0.000345187559028617,0
282,352,0,45,42,0.0016542380005249181,29
283,857,0,3,33,0.0003300893058730892,0
284,766,0,50,16,0.0016650177050628904,3
285,39,0,11,11,0.0005103389338834823,2
286,852,0,25,20,0.0013998890413109537,31
287,875,0,36,31,0.0015937655868076418,1
288,156,0,12,17,0.0007601349653164589,0
289,222,0,14,36,0.0005391513509299385,0
290,641,0,2,13,0.00020477564762451028,0
291,210,0,0,10,0.00015000000000000007,0
292,746,0,32,16,0.0012879278999692212,22
293,960,0,25,19,0.0009716171191370164,0
294,700,0,3,20,0.000185061765720411,0
295,167,0,19,19,0.0007587241923530486,1
296,998,0,5,20,0.0002268628670658797,0
297,984,0,2,41,0.00020205210279618602,0
298,491,0,9,33,0.00046830053357272935,0
299,10,0,13,18,0.0009487886877032768,12
300,105,0,1,22,0.0001643658339656185,0
301,68,0,7,12,0.00026300118650527673,0
302,479,0,8,12,0.0002535337678481673,0
303,399,0,18,17,0.0011500727794318654,1
304,434,0,25,40,0.0013537784487997592,212
305,258,0,29,51,0.0012755486128092019,3
306,827,0,17,21,0.0007824548967695816,0
307,884,0,21,43,0.0010790154057134678,1
308,304,0,10,15,0.0004653487402803802,0
309,811,0,9,11,0.00046929987780256366,0
310,938,0,20,9,0.0009458203274148127,1
311,924,0,1,13,0.00015768487802066022,0
312,526,0,30,19,0.0016423631751121878,43
313,20,0,5,24,0.0003966213681242356,0
314,905,0,7,19,0.00029016986280096507,0
315,380,0,10,14,0.0004648509224363114,0
316,420,0,8,26,0.00037686201495556147,0
317,285,0,14,32,0.000769988165842233,0
318,71,0,3,17,0.00022597541113158557,0
319,49,0,59,29,0.0031632061827560746,251
320,179,0,21,18,0.0009276662392164884,0
321,506,0,46,189,0.001608471609704376,10
322,929,0,7,35,0.0008438588537810981,0
323,116,0,13,17,0.0007036183714824091,0
324,293,0,30,21,0.0010515608082888458,0
325,76,0,20,36,0.0009200974003428542,5
326,48,0,4,35,0.0002513773623846333,0
327,503,0,1,16,0.00018020098679089703,0
328,263,0,33,21,0.001739539908129917,11
329,808,0,11,59,0.0005843678637469835,0
330,863,0,34,31,0.0018156470297020267,38
331,748,0,39,45,0.0018470239803261364,15
332,64,0,3,16,0.0001931802726229318,0
333,798,0,11,8,0.0005186545130790579,0
334,52,0,0,12,0.00015000000000000007,0
335,440,0,0,20,0.00015000000000000007,0
336,124,0,6,20,0.00038941025111287683,0
337,650,0,22,18,0.0010543546490254668,0
338,409,0,5,21,0.000287147026954783,0
339,752,0,31,18,0.0010258074328178062,1
340,952,0,17,21,0.001076098635005814,0
341,477,0,8,49,0.0003030496828998722,0
342,118,0,33,23,0.0016350271877395206,10
343,12,0,11,50,0.0009111364578076593,0
344,157,0,2,13,0.0002652826389820346,0
345,337,0,23,16,0.0008299546668121247,0
346,127,0,17,17,0.0006360097423873033,1
347,46,0,3,20,0.00021781727880058215,0
348,235,0,4,14,0.00026387621413293823,1
349,538,0,25,20,0.0009776473722725163,1
350,241,0,10,22,0.00030186120610450244,0
351,590,0,10,19,0.00042656508451783376,1
352,358,0,11,21,0.0007187234887294897,0
353,959,0,12,16,0.0005125997872455109,0
354,848,0,11,14,0.00047625442061838773,0
355,792,0,26,17,0.0013763734070910154,0
356,325,0,10,47,0.0003827665903687063,0
357,899,0,20,23,0.0009082344714113962,0
358,809,0,15,43,0.0006143717813582204,0
359,350,0,22,27,0.0008599877494227717,0
360,363,0,6,23,0.0002713877230575006,0
361,17,0,8,41,0.0003666026532046967,0
362,186,0,3,15,0.00021164237830672506,0
363,402,0,11,19,0.0007617584208433726,0
364,338,0,8,19,0.0008091373269049971,0
365,206,0,13,16,0.0006839712584657522,0
366,963,0,21,42,0.0014113746768811073,102
367,345,0,31,13,0.0014433151304427388,0
368,313,0,6,22,0.00033666019818313995,0
369,242,0,19,40,0.0011168464118252277,17
370,913,0,1,21,0.00017236883019624793,0
371,170,0,28,45,0.0012598586551951143,8
372,187,0,7,25,0.0003766275042150697,0
373,934,0,6,16,0.000418045233028382,0
374,133,0,25,18,0.001208838131599656,14
375,301,0,13,53,0.0006230959388481287,0
376,731,0,28,18,0.0011759584606379325,13
