model,N,fm,d,plo_M,plo_m,pli_M,pli_m,EMM,EMm,EmM,Emm,hMM,hmm
DPAH,1000,0.3,0.03,2.5,2.5,2.882066521094049,4.307097207106226,0.03633633633633634,0.6634968301634968,0.01951951951951952,0.2806473139806473,0.2,0.8
