model,N,fm,d,plo_M,plo_m,pli_M,pli_m,EMM,EMm,EmM,Emm,hMM,hmm
DPAH,1000,0.3,0.03,2.5,2.5,3.495456828660549,2.742153382431722,0.5658658658658658,0.1536202869536203,0.05545545545545546,0.2250583917250584,0.7,0.9
