model,N,fm,d,plo_M,plo_m,pli_M,pli_m,EMM,EMm,EmM,Emm,hMM,hmm
DPAH,1000,0.3,0.03,2.5,2.5,2.88847580094274,3.644108565609676,0.15849182515849183,0.5306306306306307,0.12669336002669335,0.1841841841841842,0.3,0.5
