model,N,fm,d,plo_M,plo_m,pli_M,pli_m,EMM,EMm,EmM,Emm,hMM,hmm
DPAH,1000,0.3,0.03,2.5,2.5,7.660878736013382,2.590990225406255,0.010276943610276944,0.6903903903903904,0.00687354020687354,0.29245912579245914,0.1,0.9
