,node,minority,indegree,outdegree,pagerank,wtf
0,993,0,26,181,0.0007264438984015334,0
1,859,0,1,12,0.0001517526966211951,0
2,298,0,24,47,0.0004851103142553857,0
3,553,0,6,25,0.0002795670906952784,0
4,672,0,67,42,0.001925179262376867,0
5,971,0,3,24,0.0002053184974797519,0
6,27,0,21,22,0.0007741861285155507,0
7,231,0,2,14,0.0001745631037119017,0
8,306,0,0,20,0.00015,0
9,706,0,4,15,0.00020617251141025195,0
10,496,0,28,26,0.0008638253888538618,0
11,558,0,9,14,0.0002171406214695431,0
12,784,0,1,17,0.00015486900669616077,0
13,239,0,2,11,0.0001782375481774325,0
14,578,0,70,19,0.0013501572367829106,0
15,55,0,9,17,0.00026216673023186465,0
16,906,0,0,41,0.00015,0
17,175,0,4,49,0.00019911285947250536,0
18,14,0,12,46,0.0002856675474088159,0
19,77,0,22,11,0.0005913219042575961,0
20,31,0,9,31,0.0002468866841913365,0
21,481,0,2,15,0.0003511509609448498,0
22,310,0,24,17,0.0007677960584545306,1
23,311,0,2,19,0.00017510981998759554,0
24,883,0,43,22,0.00100278750794251,0
25,788,0,28,20,0.0005856184138836928,0
26,45,0,0,24,0.00015,0
27,103,0,0,21,0.00015,0
28,760,0,3,11,0.00018005937243316365,0
29,1,0,16,34,0.0005227692924817624,0
30,823,0,4,34,0.00021463181732495534,0
31,710,0,1,19,0.00015365101061534138,0
32,614,0,3,53,0.00017768977664296682,0
33,790,0,6,20,0.00022851533077075995,0
34,408,0,11,22,0.0002908284008051541,0
35,736,0,17,17,0.0004537118047311231,0
36,957,0,8,18,0.0005458003966113068,0
37,366,0,4,16,0.00017886273363363803,0
38,918,0,44,9,0.0014023188250357902,0
39,267,0,1,18,0.00015796875,0
40,230,0,6,18,0.0005174800156499561,0
41,996,0,21,14,0.0004978888142570783,0
42,635,0,0,36,0.00015,0
43,698,0,0,16,0.00015,0
44,251,0,5,17,0.000622845397597849,0
45,783,0,1,19,0.0001572838747870164,0
46,819,0,98,39,0.0024668543832332204,4
47,141,0,9,18,0.0003739460071681642,1
