model,N,fm,d,plo_M,plo_m,pli_M,pli_m,EMM,EMm,EmM,Emm,hMM,hmm
DPAH,1000,0.3,0.03,2.5,2.5,4.200660576190996,2.5531748938500556,3.33667000333667e-05,0.6537537537537538,0.27941274607941274,0.06680013346680014,0.0,0.1
