model,N,fm,d,plo_M,plo_m,pli_M,pli_m,EMM,EMm,EmM,Emm,hMM,hmm
DPAH,1000,0.3,0.03,2.5,2.5,4.417521098073241,7.019224152744982,0.6990323656990324,0.0036036036036036037,0.29325992659325995,0.004104104104104104,0.9,0.2
