model,N,fm,d,plo_M,plo_m,pli_M,pli_m,EMM,EMm,EmM,Emm,hMM,hmm
DPAH,1000,0.3,0.03,2.5,2.5,3.8090595237863796,4.084559661417668,0.06156156156156156,0.6498164831498164,0.0,0.28862195528862195,0.3,1.0
