model,N,fm,d,plo_M,plo_m,pli_M,pli_m,EMM,EMm,EmM,Emm,hMM,hmm
DPAH,1000,0.3,0.03,2.5,2.5,2.8776685726559528,4.225805912994775,0.4914247580914248,0.22148815482148815,0.09055722389055722,0.19652986319652987,0.6,0.8
