model,N,fm,d,plo_M,plo_m,pli_M,pli_m,EMM,EMm,EmM,Emm,hMM,hmm
DPAH,1000,0.3,0.03,2.5,2.5,4.151830208144874,3.220793481975591,0.0,0.6635301968635302,0.1473807140473807,0.18908908908908909,0.0,0.3
