model,N,fm,d,plo_M,plo_m,pli_M,pli_m,EMM,EMm,EmM,Emm,hMM,hmm
DPAH,1000,0.3,0.03,2.5,2.5,3.3884897567115444,2.761424011330689,0.6385719052385719,0.0971971971971972,3.33667000333667e-05,0.2641975308641975,0.8,1.0
