model,N,fm,d,plo_M,plo_m,pli_M,pli_m,EMM,EMm,EmM,Emm,hMM,hmm
DPAH,1000,0.3,0.03,2.5,2.5,3.4688611480658973,2.5860294732788676,0.01354688021354688,0.6824491157824492,0.025458792125458794,0.2785452118785452,0.1,0.7
