model,N,fm,d,plo_M,plo_m,pli_M,pli_m,EMM,EMm,EmM,Emm,hMM,hmm
DPAH,1000,0.3,0.03,2.5,2.5,3.09217315174803,2.67316648601429,0.08378378378378379,0.5933266599933267,0.14190857524190859,0.18098098098098098,0.2,0.4
