model,N,fm,d,plo_M,plo_m,pli_M,pli_m,EMM,EMm,EmM,Emm,hMM,hmm
DPAH,1000,0.3,0.03,2.5,2.5,3.8770029617392052,2.6066297936139797,0.25425425425425424,0.437303970637304,0.2512178845512179,0.05722389055722389,0.3,0.2
