model,N,fm,d,plo_M,plo_m,pli_M,pli_m,EMM,EMm,EmM,Emm,hMM,hmm
DPAH,1000,0.3,0.03,2.5,2.5,4.538218657657224,3.3444465156486034,0.0,0.6935602268935602,0.022188855522188855,0.2842509175842509,0.0,0.7
