,node,minority,indegree,outdegree,pagerank,wtf
0,993,0,7,101,0.0007014241843130109,0
1,859,0,2,18,0.0001554647901743761,0
2,298,0,5,37,0.0002900952588114267,0
3,553,0,4,30,0.00047305883939677393,2
4,672,0,22,38,0.0012052834395840392,0
5,971,0,0,24,0.0001500000000000001,0
6,27,0,2,25,0.0005524820440802996,0
7,231,0,13,14,0.000496669245778877,0
8,306,0,0,22,0.0001500000000000001,0
9,706,0,1,22,0.00016854604260663328,0
10,496,0,2,28,0.00015600386689980494,0
11,558,0,2,21,0.0002461683325393266,0
12,784,0,2,23,0.00015753282561482872,0
13,239,0,18,22,0.0004819128140538713,0
14,578,0,27,24,0.0012285529754175618,0
15,55,0,22,19,0.0007002717010201468,0
16,906,0,2,36,0.00016516427974477217,0
17,175,0,2,36,0.0001542152380959595,0
18,14,0,8,45,0.0009567914514242036,0
19,77,0,15,19,0.00067000124935908,0
20,31,0,3,29,0.00019991915798115833,0
21,481,0,1,18,0.00015261438985088972,0
22,310,0,4,25,0.0003983371689035849,0
23,311,0,1,25,0.0001562394678533338,0
24,883,0,13,22,0.0007088162565393767,0
25,788,0,0,27,0.0001500000000000001,0
26,45,0,0,26,0.0001500000000000001,0
27,103,0,6,20,0.0002799333553243312,0
28,760,0,0,14,0.0001500000000000001,0
29,1,0,5,30,0.0002931265069777921,0
30,823,0,4,33,0.00018230312023649457,0
31,710,0,7,20,0.00041589491033277144,0
32,614,0,1,39,0.00016314731751088172,0
33,790,0,5,22,0.0003707298809419967,0
34,408,0,2,25,0.0004978994968534638,0
35,736,0,2,18,0.00034068824563111117,0
36,957,0,4,22,0.00024377560817240616,0
37,366,0,0,24,0.0001500000000000001,0
38,918,0,4,16,0.0002019416821358206,0
39,267,0,0,21,0.0001500000000000001,0
40,230,0,1,21,0.00015980874797375013,0
41,996,0,7,15,0.0005563352134058156,0
42,635,0,11,39,0.00037904606240022,0
43,698,0,0,20,0.0001500000000000001,0
44,251,0,0,20,0.0001500000000000001,0
45,783,0,8,24,0.000435629483750141,0
46,819,0,11,31,0.001693104141774026,1
47,141,0,6,20,0.00037206651864953776,0
48,316,0,0,27,0.0001500000000000001,0
49,587,0,6,18,0.00026759932448730246,0
50,331,0,1,34,0.00015716423696736725,0
51,295,0,10,72,0.001116913150348715,0
52,262,0,1,20,0.00015419697577480446,0
53,432,0,3,16,0.00016358275489722655,0
54,862,0,67,35,0.0026785103738156337,0
55,582,0,4,29,0.00033343854547086837,0
56,272,0,5,15,0.00048323559858964404,0
57,270,0,4,22,0.0003417401857184675,0
58,987,0,11,60,0.0003561445793442178,0
59,319,0,0,37,0.0001500000000000001,0
60,569,0,1,22,0.0001575000000000001,0
61,643,0,0,22,0.0001500000000000001,0
62,142,0,3,19,0.0005553023024514622,0
63,202,0,18,65,0.0007581423029422577,0
64,413,0,0,22,0.0001500000000000001,0
65,196,0,1,20,0.00020054691565704892,0
66,264,0,1,22,0.00015615306822891375,0
67,531,0,8,34,0.0003441470204841741,0
68,252,0,1,18,0.00015201696223389054,0
69,576,0,4,36,0.00019515957187140316,0
70,738,0,6,40,0.00017784972007486697,0
71,299,0,0,12,0.0001500000000000001,0
72,740,0,17,51,0.001127851102692685,0
73,247,0,2,22,0.00015691357140060303,0
74,926,0,0,40,0.0001500000000000001,0
75,412,0,0,15,0.0001500000000000001,0
76,389,0,4,18,0.00018494274022627755,0
77,796,0,5,33,0.00023076746917276983,0
78,601,0,16,43,0.0015898593459235772,26
79,654,0,6,37,0.0009274530781945595,0
80,261,0,3,27,0.000173323889472536,0
81,456,0,1,22,0.00015995294013638694,0
82,386,0,14,18,0.0008511244878770737,0
83,982,0,4,22,0.0002016015271864058,0
84,909,0,23,21,0.001463086937667154,0
85,693,0,7,73,0.00034102545649148297,0
86,236,0,2,25,0.00015748276782917445,0
87,501,0,0,17,0.0001500000000000001,0
88,497,0,5,43,0.0002057415555454046,0
89,874,0,2,64,0.0003111699252319253,1
90,452,0,0,34,0.0001500000000000001,0
91,494,0,1,27,0.00022337413951255974,0
92,923,0,3,16,0.0001776238112553202,0
93,279,0,13,29,0.0005060028511136353,0
94,638,0,1,45,0.0002639431612668054,0
95,485,0,2,22,0.0005059534772967212,0
96,568,0,2,19,0.0001620017912975733,0
97,108,0,20,61,0.001154405186809164,0
98,367,0,2,30,0.00015520446223389053,0
99,644,0,7,20,0.0003468932774958291,0
100,785,0,12,20,0.00038111980777798027,0
101,873,0,11,49,0.0004987688371729908,0
102,65,0,1,31,0.00015253361632955277,0
103,902,0,5,24,0.0010676796412383224,0
104,317,0,18,21,0.0016485240465684032,1
105,636,0,0,31,0.0001500000000000001,0
106,666,0,19,46,0.00040934066327841706,0
107,789,0,0,39,0.0001500000000000001,0
108,958,0,2,33,0.00016229672413309252,0
109,214,0,10,19,0.0007291716577366018,0
110,97,0,3,21,0.0005286606726080511,0
111,583,0,2,21,0.0006228213198658355,0
112,466,0,15,27,0.0010136547641824058,0
113,523,0,6,31,0.00018128877588449615,0
114,255,0,7,26,0.00028372973149691,0
115,385,0,1,32,0.0002477913098099702,0
116,545,0,1,23,0.0002410395092849194,0
117,382,0,19,15,0.0005108594897472991,0
118,489,0,5,21,0.00021563638637222296,0
119,513,0,4,17,0.0007983890100126295,0
120,780,0,9,22,0.000342025262175964,0
121,904,0,3,21,0.0002449901647766487,0
122,122,0,13,22,0.0009661559336741077,0
123,946,0,3,33,0.00017603370249389885,0
124,60,0,0,35,0.0001500000000000001,0
125,844,0,2,25,0.0002270373087087388,0
126,372,0,15,20,0.0009400979883655027,0
127,283,0,1,26,0.0001537500000000001,0
128,939,0,2,25,0.00015894053541968384,0
129,608,0,1,23,0.0001633779540478016,0
130,495,0,7,24,0.00021880720223091743,0
131,630,0,0,21,0.0001500000000000001,0
132,596,0,0,33,0.0001500000000000001,0
133,713,0,0,21,0.0001500000000000001,0
134,753,0,14,27,0.0006078498798815903,0
135,624,0,0,42,0.0001500000000000001,0
136,312,0,10,34,0.00023644577333489618,0
137,8,0,10,36,0.00031353082262551503,0
138,529,0,4,26,0.0007072702404656038,0
139,876,0,4,24,0.00022460616550567202,0
140,101,0,4,20,0.0006778463245786092,0
141,615,0,2,22,0.0002968414937131337,0
142,520,0,7,21,0.0006108037305136034,0
143,249,0,3,41,0.0002459181603113307,0
144,278,0,3,16,0.00017879272890031315,0
145,424,0,0,21,0.0001500000000000001,0
146,384,0,7,33,0.0005414644109301798,0
147,395,0,10,34,0.0005082918701944303,0
148,54,0,14,21,0.0006569252071473201,0
149,34,0,4,18,0.0003858194103324608,0
150,271,0,1,47,0.00015364285714285724,0
151,30,0,13,18,0.0007538024329406601,0
152,403,0,8,18,0.00035686251151063756,0
153,757,0,2,25,0.00020363821706984711,0
154,975,0,3,22,0.0005147376222288803,0
155,990,0,5,63,0.0003304219806851055,0
156,457,0,0,40,0.0001500000000000001,0
157,362,0,0,13,0.0001500000000000001,0
158,860,0,0,41,0.0001500000000000001,0
159,483,0,4,19,0.0002141143741610585,0
160,580,0,7,47,0.00028060785490623493,0
161,986,0,9,32,0.0003502639123621425,0
